년도,회차,추첨일,1등_당첨자수,1등_당첨금액,2등_당첨자수,2등_당첨금액,3등_당첨자수,3등_당첨금액,4등_당첨자수,4등_당첨금액,5등_당첨자수,5등_당첨금액,당첨번호_1,당첨번호_2,당첨번호_3,당첨번호_4,당첨번호_5,당첨번호_6,보너스번호
2003,10,20030208,13,6430437900,236,40813400,11247,856400,703234,27300,3410846,10000,9,25,30,33,41,44,6
2003,9,20030201,0,0,4,769456500,352,8743800,23672,260000,603375,10000,2,4,16,17,36,39,14
2003,8,20030125,0,0,6,131555000,348,2268100,14279,110500,248242,10000,8,19,25,34,37,39,9
2003,7,20030118,0,0,9,48165000,270,1605500,13229,65500,206259,10000,2,9,16,25,26,40,42
2003,6,20030111,1,6574451700,3,196297600,138,4267300,13445,87600,176375,10000,14,15,26,27,40,42,34
2003,5,20030104,0,0,0,0,42,6033800,3043,166500,60434,10000,16,24,29,40,41,42,3
2002,4,20021228,0,0,1,211191200,29,7282400,2777,152100,52382,10000,14,27,30,31,40,42,2
2002,3,20021221,1,2000000000,0,0,139,1174100,5940,54900,73256,10000,11,16,19,21,27,31,30
2002,2,20021214,1,2002006800,2,94866800,103,1842000,3763,100800,55480,10000,9,13,21,25,32,42,2
2002,1,20021207,0,0,1,143934100,28,5140500,2537,113400,40155,10000,10,23,29,33,37,40,16
