상호명,위도(lat),경도(lon),소재지,count
한솔복권방,34.7940271782555,126.380144840704,전남 목포시 남교동  34-1번지 한솔복권방,5
한숲로또,37.1397045372078,127.166843838168,경기 용인시 처인구 경기동로 395,5
행복한로또,37.5856118940957,128.415100695189,강원 평창군 경강로 1652 1층,5
행복한동행 풍차열쇠도장,37.3352054844214,126.853139321699,경기 안산시 상록구 시낭로2길 1 107호,5
행복플러스,37.447759724105,126.892220016413,경기 광명시 소하동 1365,5
미래통신,37.5403600987734,127.062631429258,서울 성동구 동일로 83 1층,5
미사복권방,37.5625331038895,127.191880985177,경기 하남시 미사강변동로 85 105호 CU편의점,5
행복편의점,35.6718750064903,129.336308032048,경북 경주시 산업로 1762 부성상가102호,5
복권나라,35.098502407655,128.820837919735,경남 창원시 진해구 용원동 1121-11번지 CU편의점 내,5
복권1번지편의점,35.928033768622,127.162895079644,전북 완주군 봉동중앙로 88 1층 남동쪽 끝부분,5
미양공단점,36.9776004553118,127.261288844956,경기 안성시 미양면 계륵리 271-9번지 102호,5
CU(도화향기점),37.4679105374967,126.67187694923,인천 남구 도화동  119-44,5
인천연수점로또판매,37.4118651734651,126.677865182026,인천 연수구 연수동 631번지 세븐일레븐편의점내,5
경춘마트,37.6342426479202,127.211868768137,경기 남양주시 경춘로992번길 1,5
로또대박복권,37.0084031103753,127.269541571515,경기 안성시 백성1길 5,5
화정복권,37.6403635948773,126.832280739151,경기 고양시 덕양구 은빛로29번길 52 1층,5
규암복권판매점,36.2737799333829,126.889392474158,충남 부여군 자온로 87,5
로또매니아,37.9090406066455,127.752689776678,강원 춘천시 춘천순환로 790 1층,5
로또마트,37.0415513303317,127.050219407399,경기 평택시 고덕여염10길 86 104호,5
황금도깨비,36.4930119021507,127.255782531634,세종   한누리대로 321 103호,5
로또랜드,37.3460608728704,126.749301204468,경기 시흥시 정왕동  1189-11,5
황금도끼복권방,37.3442836846275,127.178233129623,경기 광주시 능평로 214,5
로또냉동,35.1971732819942,128.816626618066,경남 김해시 장유로 331-1 좌측 복권판매점,5
로또명당,37.3089775709362,127.818141776434,강원 원주시 원문로 1841 1층,5
황금돼지,35.822671230074,128.628388298061,대구 수성구 용학로35길 3 (지산동),5
황금돼지 마트(복권방),35.204764429872,128.813454753987,경남 김해시 금관대로599번길 29 부영9단지상가 108호,5
그린마트,36.3260336315464,127.427108063205,대전 중구 대흥동 186-3,5
로또기업,36.3487904338751,127.437062909921,대전 동구 동서대로 1684 복합터미널 건너편,5
로또경주고속점,35.8387134707128,129.204181238109,경북 경주시 태종로 695,5
로또가게,37.1382835666018,127.197884829981,경기 용인시 처인구 경기동로706번길 1,5
-,37.5233511349545,127.037425209409,서울 강남구 도산대로49길 8,5
화신복권방,33.5028856964509,126.527790904555,제주 제주시 중앙로 183,5
로또명당,37.4445489707156,126.787491802777,경기 시흥시 대야동  487-19,5
그린마트(엔탑정보),34.9359755977781,127.513190384816,전남 순천시 팔마1길 26 연향3지구 주공아파트 상가10호,5
로또명품,37.59151699894,127.145161369471,경기 구리시 이문안로 123 1층,5
혜인상사,35.0980290194748,128.994124944637,부산 사하구 괴정동  955-22번지 포시즌편의점,5
로또복권,37.4122792833529,126.683942084754,인천 연수구 원인재로 180 우성2차아파트 앞 도로,5
호박넝쿨,37.6236314970444,127.186790275542,경기 남양주시 경춘로 723 104호,5
호정복권방,36.329899955509,127.427560294285,대전 중구 목척8길 16,5
로또복권,35.0611919392313,128.976007507183,부산 사하구 다대동 308-2번지 일영빌딩1층 CU편의점,5
로또복권,34.997068983643,127.809753828291,경남 하동군 섬진강대로 968 지리산빅마트 내,5
홈런 복권판매점,34.9396199665112,128.082699201113,경남 사천시 벌리2길 42,5
홈런복권방,36.4090827572645,129.368251626366,경북 영덕군 남석길 57,5
화랑로또판매점,37.1674650511447,126.895690527634,경기 화성시 푸른들판로 660,5
로또명당복권방,37.745329480162,126.487002028902,인천 강화군 강화대로393번길 4,5
로또명당매화점,36.2992051684481,127.597523478732,충북 옥천군 옥천읍 매화리 36-6번지,5
홈런복권판매점,37.1705360165896,127.065786240203,경기 오산시 내삼미로 93 제1층 109호,5
로또명당마트,35.2234543193516,128.694789665086,경남 창원시 성산구 동산로 180,5
로또명당도안점,36.3464621292015,127.341492093748,대전 유성구 봉명동 1033-4번지,5
로또명당 왜관점,35.9944573402628,128.398918532706,경북 칠곡군 중앙로 217-1,5
홍익명당,35.0744392592975,128.083438053061,경남 사천시 진삼로 1374,5
로또645,37.5815994230314,127.071385165569,서울 동대문구 한천로46길 56-4 GS25시 휘경주공점,5
황금알,34.7503706830683,127.699800789313,전남 여수시 문수로 22,5
국가대표복권방,37.1833380924168,128.47116471824,강원 영월군 중앙로 68 1층,5
드림마트,36.1044972072026,128.417924434743,경북 구미시 진평동 416-7번지 DC마트내,5
드림테크,37.4790194857825,126.803647982476,경기 부천시 안곡로 11 기풍빌딩 107호,5
훼미리마트(통영북신점),34.8592986095053,128.426336726714,경남 통영시 무전동  1031-1,5
드림월드복권,37.4594447020848,126.731498297092,인천 남동구 만수로27번길 3,5
훼밀리마트(남동공단점),37.40938823854,126.695845340421,인천 남동구 논현동  448-1,5
드림복권방,34.7680510854548,127.08791650984,전남 보성군 봉화로 166-11 1층,5
드림복권,37.4561388639188,126.640769071749,인천 미추홀구 낙섬중로91번길 4-14,5
드림복권,36.6354406436301,127.485392155766,충북 청주시 상당구 남사로89번길 69,5
드림로또노은점,36.3590334547387,127.347674550457,대전 유성구 봉명동  640-2 하이랜드 아파트(원룸형 상가)1층,5
들어오3  로또 앤 과자,37.2568921780611,126.963419890417,"경기 수원시 권선구 호매실로90번길 27 1동 102호(호매실동, Good프라임)",5
드림로또,37.3420872881724,127.9735937882,강원 원주시 행구로 158 1층,5
희망로또,35.6964567799442,128.444587476722,대구 달성군 현풍면 부리 437-6번지 학우사 내,5
희망로또,37.8323927315878,127.074004798973,경기 양주시 고암길 142,5
드림 복권방,37.2284134618021,126.970869925372,경기 화성시 효행로 216 1층,5
드림,35.1237919584387,126.858323548224,광주 서구 화개2로 14,5
금성복권방,35.048733775411,126.720756276973,전남 나주시 대호동(성북동) 236 GS편의점 내,5
힐링로또,36.339911932363,127.309004458065,대전 유성구 학하복용서로 31,5
드림파크,37.4964574262108,126.912018178173,서울 영등포구 여의대방로 45 삼성상가1층10호,5
훼미리마트(제천역점),37.12970161862,128.206755928744,충북 제천시 화산동  208-1,5
그린마트복권방,37.5432437490689,126.844637567242,서울 강서구 까치산로 41-1,5
황금알복권방,36.8546982359599,127.441902154639,충북 진천군 상산로 71,5
-,37.490932876565,126.990899421405,서울 서초구 방배동  812-23,5
로또(칠곡구암시장점),35.9280604015194,128.553896195823,대구 북구 태암로 56,5
로또 유,36.7823929410295,126.457004049483,충남 서산시 시장3길 19 옷가게 내,5
그린스모크,37.1887490587893,127.041451306225,경기 오산시 독산성로 425 더퍼스트타워세교 제1층 제101호,5
그린시스템,35.8417045653989,129.217053513821,경북 경주시 원효로 148,5
로또,37.6224350106627,126.721770673168,경기 김포시 사우동  872청원프라자107,5
로또,37.47663106016,126.905650576282,서울 금천구 독산동  888-14    1층,5
로또,35.2754001022555,129.090047331529,부산 금정구 청룡동  31-7  슈퍼내,5
훼미리마트(장평삼성점),34.8929085251061,128.614417843611,경남 거제시 신현읍 장평리 1195-3,5
레인보우,35.8361582721569,128.725575130743,경북 경산시 성동로 16 101호,5
효원당슈퍼,35.231426765513,129.086075607732,부산 금정구 부산대학로 48 복권판매점,5
효자로또판매점,35.8246668872397,127.101670086672,전북 전주시 완산구 우전로 337 103호,5
럭키복권샵,37.499655587349,127.151710114835,서울 송파구 성내천로 218,5
금강산로또,38.0845352421033,127.995473780693,강원 양구군 춘양로 2888 1층,5
또로또,35.539259956709,129.326109380951,울산 남구 신정로68번길 47,5
땡큐25(철산점),37.4755524056793,126.867566846824,경기 광명시 철산동 264번지 로데오빌딩103호,5
로또복권,37.5183443720949,126.905950555009,서울 영등포구 영중로 22 120호(영등포동3가),5
1등 복권나라,35.1605756425809,126.879873116288,"광주 서구 무진대로 904 1층 161호(광천동, 유스퀘어)",5
명로또,37.4800130385029,127.126673638023,서울 송파구 문정동  75-10,5
로또편의점,36.7905302781983,127.090721490109,충남 아산시 용연로 71 101호,5
ALWAYSMART,37.6632390264425,126.803696552897,경기 고양시 일산동구 백마로 501-2,5
로아cafe,37.6458516456543,127.019784559474,서울 강북구 노해로23길 67 1층,5
로또흑석점,35.1811159489865,126.811463309541,광주 광산구 흑석동 595 CU편의점 내,5
로또행운방,35.8343878660583,127.100491919399,전북 전주시 완산구 효자동3가 1458-3번지,5
행운복권나라,34.9647592140868,127.577753154758,전남 광양시 대림오성로 146-1,5
공단로또명당,35.9861064740991,129.363802968992,경북 포항시 남구 철강로 200 1층(장흥동),5
행운복권마트,37.5753195585366,127.015874629634,서울 종로구 지봉로 58,5
행운복권방,35.2224470276985,128.848804402387,경남 김해시 흥동로 6 나동 1층 복권판매점,5
롯데상사,35.8658055237372,128.570739011963,대구 서구 달서로 41 복권판매점,5
로또편의점,34.6369694637144,126.771385524131,전남 강진군 보은로 115,5
로또판매점,37.6613051294769,126.767310092438,경기 고양시 일산동구 장항동 759하임빌101호,5
로또판매점,37.4468859650506,126.832015552732,경기 시흥시 금오로 503,5
행운복권방,36.6803034959672,126.851378623804,충남 예산군 예산읍 예산리 178-2번지,5
로또판매점,35.2186176936843,128.587438079299,경남 창원시 마산합포구 합포로 240 1층,5
복권명가,37.441040025023,127.163604465887,경기 성남시 중원구 금상로 70,5
로또판매 김포운양점,37.6548566428501,126.680405592649,"경기 김포시 김포한강11로 276 718동 지1층 101호,풍경마을반도유보라아파트",5
골든벨로또,37.281678613615,127.468812253245,경기 이천시 구만리로 348 1층,5
리틀마켓,35.301572823503,128.594510800942,경남 창원시 의창구 감계로110번길 54-19 한서주차빌딩 1층 108호,5
행운복권방,37.5565374450753,126.860755730933,서울 강서구 화곡로68길 132 1층,5
매표소,37.5050118176597,126.704074784237,인천 부평구 마장로 296 롯데마트앞,5
CU(간석벽산점),37.4641956020383,126.720411419353,인천 남동구 간석동(간석3동) 225-19,5
명덕사 복권판매점,36.1490023071187,128.31100139089,경북 구미시 봉곡남로 77,5
고려슈퍼마켓,37.5962704213397,127.143487929964,경기 구리시 원수택로64번길 28 상가,5
명당복권방,37.5796185197027,127.070298836547,서울 동대문구 장안동  98-6,5
명당복권방,34.7455271847035,126.472987221253,전남 영암군  삼호읍 삼호중앙로 203 명당복권방,5
고양행복복권,37.6523148827128,126.889823089528,경기 고양시 덕양구 삼송로 142,5
행운마트,35.8515302658713,128.541765791483,대구 달서구 달구벌대로 1600,5
매표소,36.8823995684279,127.112632861261,충남 천안시 서북구 부송로 191 1동,5
마법사복권방,33.2554947912452,126.573584878959,제주 서귀포시 동홍동 472-3,5
매포복권,36.9849906059207,128.369126240692,충북 단양군 삼봉로 315 1층,5
곤지암복권방및주차장,37.3498893669968,127.341289247004,경기 광주시 곤지암로50번길 2,5
만복상회,35.2382163542789,128.583950985853,경남 창원시 마산회원구 합성옛길 152 1층 이마트24 편의점내,5
골드로또복권,35.1986666676802,129.060287789673,부산 동래구 사직동  48-21번지 CU사직제일점 내,5
행운마트,37.5055845669601,127.134841676976,서울 송파구 오금동  85-8번지 1층,5
행운명당,37.5210860209143,126.854423043236,서울 양천구 신월로 302 1층,5
행운복권,35.1951847657018,129.104214945957,부산 동래구 충렬대로428번길 30 102호 1호,5
로또토토,35.5383462361185,129.337276691081,울산 남구 삼산중로48번길 13 1층,5
행운복권방,37.590886884982,127.078166593622,서울 중랑구 면목동  183-26,5
로또복권,37.6202746685438,126.835919527672,경기 고양시 덕양구 충장로 118-30 샘터마을229동 앞 버스표판매소,5
현정이네,35.1118373214484,129.021933892919,부산 서구 대영로 101 1층,5
로또복권방,37.4643941511166,126.679251945111,인천 남구 주안동  238-1리베로빌딩103,5
현대서점,37.5125587415186,126.930988395318,서울 동작구 등용로 127 103동 2호,5
로또복권방,37.4004659332759,127.106812648944,경기 성남시 분당구 대왕판교로 660 1층 136호,5
교통카드판매소,37.5006956041606,127.111722254859,서울 송파구 송파동  97-39,5
현대슈퍼,37.5268765621325,126.783079685553,경기 부천시  오정로 208,5
로또복권방,37.3512017486621,126.973272983806,경기 의왕시 효행로 42,5
현대유통,36.788586162605,126.991339775606,충남 아산시 실옥동  179-9번지,5
로또복권방,36.4554146931525,127.133576542426,충남 공주시 우금티로 789-1,5
1등로또복권방,37.7346355088025,127.080064191823,경기 의정부시 용현동  266-10,5
로또복권방,35.5549989161707,129.318563828611,울산 중구 성남동  172-14,5
로또복권방,35.1988713541088,129.097283847163,부산 동래구 반송로 202,5
구월슈퍼,37.4519308143904,126.699000152848,인천 남동구 문화로145번길 13,5
로또복권나눔커피,36.775363540866,127.060663689974,충남 아산시 모산로 163 1층,5
로또복권2공단점,36.8548872843386,127.120199854246,충남 천안시 서북구 차암동  12-3번지 공단매점내,5
현희상점,37.5058791351091,126.672009533583,인천 서구 석남동  538-22,5
로또복권,37.6574138088001,127.038042833132,서울 도봉구 해등로 168 1층,5
현대마트,37.5473527618794,126.876977705085,서울 강서구 공항대로 649 103호,5
혁신나눔로또,35.8345838146235,127.055070076089,전북 완주군 갈산1로 12,5
행운복권방,37.6972462981433,126.601547987584,경기 김포시 서암로 139 101호,5
행운복권편의점,37.8606331215868,126.787869726002,경기 파주시 문향로 106,5
24시슈퍼,37.4761918408262,126.695388614875,인천 부평구 열우물로 111-1,5
로또앤커피,37.4433702286025,126.663647511572,인천 미추홀구 소성로 133,5
로또쉼터,37.3198106169062,127.830014504501,강원 원주시 여원로 2175 1층,5
로또사랑점,37.5019559669632,127.044242152066,서울 강남구 역삼동 706-20번지 한화진넥스빌제1층106호,5
로또봉곡점,35.2450059764517,128.659447510588,경남 창원시 의창구 창이대로 201,5
행운복권판매점,37.4444258967694,126.739004469812,인천 남동구 담방로 54 1층,5
로또복권판매점,37.6851590009262,126.613142900149,경기 김포시 김포대로 2082 상가1호매장내,5
로또복권판매점,37.5044396642174,126.750895273424,경기 부천시 원미구 소향로37번길 13-20 105호,5
행운찬스복권방,37.6349642960559,127.029438273509,서울 강북구 덕릉로 140,5
로또복권판매장,37.4772864708539,126.983430037492,서울 서초구 방배동  450-17웅진빌딩1층웅지정보통신점포,5
행운의명당로-토토,36.6250836414444,127.468040901111,충북 청주시 서원구 모충로 36,5
로또복권판매 초전점,35.2012656053856,128.115101382158,경남 진주시 대신로457번길 9 1층,5
로또복권판매,37.30116392142,126.839543377285,경기 안산시 상록구 사동(사3동) 1570-7 1층 365플러스,5
행운의집,35.4349716897835,126.697489156764,전북 고창군 중앙로 200,5
광주도서유통,35.1281502439622,126.913868606458,광주 남구 봉선1로 79,5
로또복권슈퍼편의점,35.9590739148025,127.126015025873,전북 완주군 과학로 1009,5
로또판매점,35.1024222418499,128.997793531379,부산 사하구 승학로284번길 42,5
복권뱅크,37.3411170151608,127.95394040889,강원 원주시 남원로 656 1층,5
복권명가,37.4880063670866,126.856494843704,서울 구로구 개봉로 26,5
아트플라워,37.2346614990073,127.208696805591,경기 용인시 처인구 백옥대로 1109,5
아차산역가로판매점,37.5516578285975,127.09017942587,서울 광진구 천호대로 665,5
아이지에이마트 오산무지개점,37.1607414331868,127.077699871446,경기 오산시 현충로 95,5
아이엔지,35.1747034457478,129.092295445953,부산 연제구 쌍미천로 10 ING25,5
아이센스복권방,37.5957274092098,127.076041492899,서울 중랑구  중랑역로 17,5
주택복권판매소,37.87997465659,127.728514965383,강원 춘천시 조양동  37-11,5
아성로또복권,37.891980582244,128.828594640492,강원 강릉시 해안로 1757 아성건어물,5
아림슈퍼,35.2101427655171,129.102149476573,부산 동래구 명서로 140 아림파크상가,5
죽림복권판매점,34.7611584737746,127.635944555893,전남 여수시 죽림중앙로 4,5
GS25(안산신영점),37.3019376006762,126.864362012264,경기 안산시 상록구 본오동 874-12번지 신영빌딩103호104호,5
아름다운방,37.7522452757144,127.069603645555,경기 의정부시 금오동  473-1플래티넘프라자1층107,5
씽크로또,35.1489906971384,126.852125753353,광주 서구 시청로 6 세븐일레븐편의점,5
씨유학장중앙점 로또판매,35.1476924980765,128.980760214778,부산 사상구 학장동 720-1번지 CU편의점,5
죽림프라자,34.903774848294,128.364087357573,경남 통영시 도산일주로 8 1층,5
씨유당진시청점,36.8896061424888,126.643999605363,충남 당진시 수청동 1030번지,5
씨유(CU)연산오렌지점,35.1866450809253,129.082736628289,부산 연제구 반송로 12 CU마트내 별도부스,5
씨유 함평마루점,35.0636721404764,126.51847220689,전남 함평군 광남길 52 CU편의점,5
준마트,37.6011715452642,126.89554709209,경기 고양시 덕양구 향기로 136 1층 101호,5
아참로또,35.8083863840047,128.740500493694,경북 경산시 경안로 5,5
안계 나눔로또,36.3851929553672,128.436966871307,경북 의성군 안계시장길 43,5
씨엔마트24시,35.5598998098836,129.345182417035,울산 중구 염포로 34,5
주택복권(운수대통),37.3502183157612,126.944198857996,경기 군포시 군포로 489-2,5
영남건재상사,35.1880218829697,129.105376408427,부산 연제구 과정로 200-1,5
영규복권방,35.5686698503985,129.341053951703,울산 중구 곽남길 27,5
영광로또,36.9592225565744,127.768539797547,충북 충주시 충청대로 2220-2 1층,5
종합가로판매점113호패션TV앞,37.5657600422078,127.007079629799,서울 중구 을지로 264,5
열린복권방,35.1626024470949,128.985164974488,부산 사상구 괘법동 546-16번지 프라자슈퍼,5
연우로또,37.54030486379,126.721750159117,인천 계양구 향교로 32-1 1층,5
역전식품,37.4672649862919,126.656104277888,인천 남구 도화동  80-83,5
종합가판점,37.4955054632154,126.888292375229,서울 구로구 가마산로 245 구로구청 앞 버스정류장 앞 가로매점,5
역전로또방,37.4907835300452,127.509267676292,경기 양평군 중앙로 190 1동 104호,5
종합가판점,37.5942618979104,126.917835954177,서울 은평구 응암3동  124-17,5
종합가판점,37.6119376738398,126.928147986845,서울 은평구 대조동 4-1번지,5
종합슈퍼마트,37.4041007136596,127.150833140279,경기 성남시 분당구 야탑동 151테크노파크상가109호,5
에이스로또,35.5088838229471,129.427156516,울산 동구 진성12길 86 e마트24시내,5
좋은날 복권방,35.4078141829278,127.376643976583,전북 남원시 의총로 78,5
좋은소식,37.2635079235764,127.029755511675,경기 수원시 팔달구 효원로249번길 18-1 1층 104호,5
야단법석,35.8826629400748,128.592024742914,대구 북구 호암로 20 123동112호(성광우방상가 내),5
좋은터,37.7288247162958,127.060548643991,경기 의정부시 동일로454번길 19 1층(신곡동),5
씨유 울산달동점,35.5391334347872,129.330956136274,울산 남구 왕생로 65 CU울산달동점,5
중앙토탈대리점,35.2581843776264,129.086724625401,부산 금정구 금강로565번길 16 복권판매점,5
GS25(수원삼성점),37.2590458692116,127.045143548049,경기 수원시 영통구 매탄동 1267-7번지 중앙프라자104호,5
신성문구,36.449156990718,127.428905060992,대전 대덕구 신탄진동  147-2번지,5
진칼라,37.597044790414,127.13273605004,경기 구리시 안골로 16,5
GS25(울산무거),35.5506181585918,129.260766892681,울산 남구 무거동  1526-13,5
진흥복권방,37.4973456019219,127.022614070225,서울 서초구 서초동  1315,5
GS25(울산무거점),35.5506181585918,129.260766892681,울산 남구 무거동 1526-13,5
신도복권명소,36.3550656274553,127.454559268355,대전 대덕구 비래동  151-4,5
신기복권,37.3274342780737,126.917470041729,경기 군포시  대야1로22번길 2 103호(대야미동 대흥빌딩),5
신광할인마트,36.1151448654344,128.156516555361,경북 김천시 영남대로 2087 101호,5
신가로판매점,37.5647034150206,126.976627149878,서울 중구 세종대로 93,5
시민슈퍼,36.97275510662,127.927395565175,충북 충주시 중앙로 36,5
시네마서비스,35.6310734386498,129.351320878494,울산 북구 신천동  335-6,5
시가,37.4933772358687,126.858033757981,서울 구로구 개봉로20길 66,5
승차권판매소(서구청1호점),35.8718753770208,128.559120010569,대구 서구 평리동  1230-9,5
스포츠한국,35.1738163995601,129.175869205684,부산 해운대구 좌동 970번지 롯데캐슬마스타상가1층107호CU편의점내,5
GS25(이천현대점),37.2495932370141,127.474942919014,경기 이천시 대월면 대흥리 1-6번지,5
스타복권편의점,37.6659192729577,127.117256336827,경기 남양주시 덕송2로6번길 28-13 1층,5
스타복권,37.8055219289476,127.045448017249,경기 양주시 평화로 1279,5
스타복권,36.8330828209375,127.143038874297,충남 천안시 서북구 두정동 1500스타팰리스107호 108호훼미리마트내,5
신불당 아이캔로또,36.8212772100055,127.10993046032,충남 천안시 서북구 불당25로 226 골든스퀘어빌딩 118호,5
GS25(고양주교점),37.662912599037,126.838375447128,경기 고양시 덕양구 주교동 568번지 1층3호,5
GS25(양산덕계점),35.375205520403,129.151898588174,경남 양산시 덕계동 925번지,5
신영상회,37.5103790318337,126.939889637106,서울 동작구 장승배기로 143,5
진교로또복권판매점,35.0285117240913,127.903019645919,경남 하동군 진교면 진교리 302-70번지,5
씨스페이스(덕천점),35.2122636497665,129.013117823829,부산 북구 덕천동  379-27,5
GS25(양산혜인점),35.3848616457542,129.15504959311,경남 양산시  웅상대로 955,5
씨스페이스 범어사역점,35.2716341271697,129.092429734727,부산 금정구 중앙대로 2097,5
씨스페이스 범어사역점,35.2580682799733,129.090786206135,부산 금정구 중앙대로1945번길 10,5
씨스페이스 강동현대점,37.5270568895862,127.133191846639,서울 강동구 풍성로54길 55,5
씨네월드매곡점,35.1913137953154,126.893248990287,광주 북구 매곡동  214-56,5
GS25(양평역점),37.5261620198816,126.886106842542,서울 영등포구 양평동3가  23-4 월드프라자103호,5
쌍용로또,37.2579619415834,127.142613759557,경기 용인시 기흥구 상하동 163-9신풍빌딩106,5
진성미니슈퍼,37.5650296025517,126.901572081455,서울 마포구 월드컵로 205 성산임대상가104,5
심봤다복권방,37.1504544727875,127.061302858215,경기 오산시 청학로5번길 6 같은건물내에서 이전,5
돼지복권방,37.704599293374,127.165252985096,경기 남양주시 내각1로 75 1층,5
진승복권방,35.4310078401012,129.309312063096,울산 울주군 신온4길 3-16,5
신촌역로또,37.554673736864,126.937561435278,서울 마포구 노고산동  31-11서울메트로신촌역,5
신청호마트,34.8153305607778,126.423645967174,전남 목포시 석현동  1170-14,5
진영슈퍼,37.5370347490957,126.863259478768,서울 강서구 등촌로 79,5
진우복권명당,35.8152968266838,128.731183575457,경북 경산시 경산로15길 1-11,5
영동슈퍼,37.4885442294504,126.780418839609,경기 부천시 원미구 심곡동 409-11,5
영미연산로또복권점,35.1866450809253,129.082736628289,부산 연제구 반송로 12 CU마트내 별도부스,5
하늘복권방,35.1695664382698,129.177639563646,"부산 해운대구 해운대로 814 A동 137호(좌동, 세종월드프라자)",5
위너로또복권방,35.8652714025233,127.160133929048,전북 전주시 덕진구 초포다리로 103,5
월드복권마트,37.1555902583886,128.224912937218,충북 제천시 죽하로 48-1 장락주공2단지 상가101호,5
일산복권,37.6634902227534,126.767466476922,경기 고양시 일산동구 무궁화로 31-16 남정시티프라자8차 103호,5
월드복권,35.1258789729947,126.911968052471,광주 남구 봉선2로 51,5
원희슈퍼,33.4897039790157,126.489920091223,제주 제주시 신광로 28,5
원호대박복권,36.1514753162037,128.329243128009,경북 구미시 문장로25길 7 GS25구미원호점,5
원종슈퍼,37.5253139042094,126.799678223082,경기 부천시 오정구 원종동 140-3번지 코아상가4호,5
원제슈퍼마켓,37.5190911830238,126.704743259923,인천 부평구 마장로 458-1 1층,5
원일식품,37.3483415299247,127.952066059136,강원 원주시 중앙로 76 1층,5
원당역복권방,37.6537693185899,126.843019609872,경기 고양시 덕양구 성사동 410-17,5
웅진코웨이로또판매점,37.2627570803461,127.030130394758,경기 수원시 팔달구 효원로 257 4층(홈플러스 동수원점),5
잉크와복권,37.5031959057642,126.851193430944,서울 구로구 고척로 156 1층4호,5
자유마켓,35.1713056129077,126.864436730443,광주 서구 유림로98번길 3 GS25편의점 내,5
GS25(대구교대),35.852552911971,128.590897346362,대구 남구 대명동  2007-6,5
운수대통,37.2805081934917,127.438525926602,경기 이천시 중리천로5번길 1,5
우진음악사,37.590508080159,127.093335250732,서울 중랑구 상봉로 51,5
우진슈퍼,35.2171002412609,128.670417828268,경남 창원시 성산구 창원대로 726 내동상가4호,5
우정상회,37.5957067932724,127.093345706876,서울 중랑구 상봉로 110 비101호,5
GS25(동천화성),35.9367617785476,128.558193795654,대구 북구 동천동  933-3,5
위드미아산용화센터점,36.7716479108219,127.008348833247,충남 아산시 용화로9번길 3-48 101호,5
우리상회,37.4776375002908,126.649860186978,인천 동구 송림동 31-16번지,5
GS25(대연중앙),35.1349330584137,129.09330844571,부산 남구 대연동  1729-5,5
인현동지하가판,37.4746081791035,126.631763247533,"인천 중구 참외전로 132-2 동인천역 7,8번 출구 지하1층 가판대",5
인생역전,37.7668997251841,126.776870233714,경기 파주시 새꽃로 227 7호,5
인더라인25시,37.4987979479786,126.778588350888,경기 부천시 신흥로 170-1 위브더스테이트상가6-109,5
이천대박로또,37.2394387827124,127.512616931793,경기 이천시 경충대로 1830 가산삼거리,5
이마트24보령골드점,36.346280679394,126.588893482513,충남 보령시 대천방조제로 20 주2동 1~2호,5
이마트24당진합덕점,36.8091393265904,126.775951067914,충남 당진시 덕평로 561,5
GS25(대전테크노점),36.4249832894355,127.38893113258,대전 유성구 관평동  833,5
이레마트,36.0349636026739,129.364175745249,경북 포항시 북구 중앙로245번길 10-1 이레마트내,5
일등복권,37.3653315106286,127.107704982095,"경기 성남시 분당구 성남대로331번길 3-3 110호 (정자동, 젤존타워3)",5
으뜸과버금,37.3663977549835,127.126820939329,경기 성남시 분당구 불정로 254 101호,5
유천복권방,37.7577517947083,128.866956362799,강원 강릉시 선수촌로 79-29 104호,5
GS25(동백역점),37.2699650634582,127.154195418834,경기 용인시 기흥구 중동 853-1번지,5
일등복권방,35.9576795412089,126.987874540227,전북 익산시 부송동 781-3번지,5
일등복권방,37.7346403593953,127.080085751697,경기 의정부시  용민로 9,5
유구복권방,36.5504199290193,126.952508116732,충남 공주시 중앙2길 70 1층,5
위앤조이 유천점,36.3188121292292,127.400343074908,대전 중구 유천2동  186-4번지,5
위드유로또,37.2191517690643,127.058390367087,경기 화성시 동탄하나1길 61 109호,5
우성슈퍼,37.5506975616259,127.139760984399,서울 강동구 구천면로 371,5
우리들초이스점,35.541072261825,129.35073336286,울산 남구 삼산동  215-12 1층,5
제일슈퍼,37.5802546696289,126.911189682461,서울 서대문구 응암로 79,5
온양복권판매점,35.4176569679342,129.281728210433,울산 울주군 남창3길 6,5
오태NG24시복권방,36.1043396140065,128.333998037385,경북 구미시 형곡서로 21-9 상가동 101호(시영아파트) 세븐일레븐구미형곡시영점내,5
GS25(서귀중문),33.2514750744221,126.426957875892,제주 서귀포시 중문동  1964-4,5
정우빌딩,35.1735498535809,128.064827596106,경남 진주시 평거로 38 세븐일레븐 내,5
제우스테크,36.3067795318688,127.348659405269,대전 서구 원도안로 30,5
제이민온천복권,36.7864144388377,127.014577858901,충남 아산시 번영로217번길 25 1층 웨이스탑 편의점,5
오렌지데이편의점,35.1739638173588,129.18147846352,부산 해운대구  좌동순환로249번길 11 르네상스오피스102호,5
제이엠정보통신,35.2758624122767,128.405741859682,경남 함안군 함안대로 552 1층,5
오렌지24시마트,35.5580815786833,129.358064295281,울산 북구 명촌4길 10 1층,5
오거리복권방,37.2815972069485,126.972815333516,경기 수원시 권선구 구운로85번길 6 1층(구운동) 주차장 안쪽,5
오거리마트,36.347729698278,127.416022068325,대전 대덕구 오정동  489-3번지,5
예스마트,35.1428366717572,129.109524566807,부산 수영구 남천동로 8,5
예스로또,37.5760162826775,127.082764807524,서울 중랑구 면목로31길 43,5
GS25(성서공단),35.8407021808371,128.500135896507,대구 달서구 갈산동  264-7,5
영종하늘복권,37.4885398655545,126.560809829152,인천 중구 자연대로 32 1층 106호,5
